player_name,year,season,week,game_date,opponent,result
Ben Roethlisberger,2011,Regular Season,3,09/25/2011,@Colts,W 23 - 20
Ben Roethlisberger,2011,Regular Season,2,09/18/2011,Seahawks,W 24 - 0
Ben Roethlisberger,2011,Regular Season,1,09/11/2011,@Ravens,L 7 - 35
Ben Roethlisberger,2011,Post Season,1,01/08/2012,@Broncos,L 23 - 29
Ben Roethlisberger,2014,Regular Season,15,12/14/2014,@Falcons,W 27 - 20
Ben Roethlisberger,2014,Regular Season,14,12/07/2014,@Bengals,W 42 - 21
Ben Roethlisberger,2014,Regular Season,13,11/30/2014,Saints,L 32 - 35
Ben Roethlisberger,2014,Regular Season,11,11/18/2014,@Titans,W 27 - 24
Ben Roethlisberger,2014,Regular Season,10,11/09/2014,@Jets,L 13 - 20
Ben Roethlisberger,2014,Regular Season,9,11/03/2014,Ravens,W 43 - 23
Ben Roethlisberger,2014,Regular Season,8,10/26/2014,Colts,W 51 - 34
Ben Roethlisberger,2014,Regular Season,7,10/21/2014,Texans,W 30 - 23
Ben Roethlisberger,2014,Regular Season,6,10/12/2014,@Browns,L 10 - 31
Ben Roethlisberger,2014,Regular Season,5,10/05/2014,@Jaguars,W 17 - 9
Ben Roethlisberger,2014,Regular Season,4,09/28/2014,Buccaneers,L 24 - 27
Ben Roethlisberger,2015,Preseason,4,09/03/2015,Panthers,L 6 - 23
Ben Roethlisberger,2014,Regular Season,3,09/22/2014,@Panthers,W 37 - 19
Ben Roethlisberger,2014,Regular Season,2,09/12/2014,@Ravens,L 6 - 26
Ben Roethlisberger,2014,Regular Season,1,09/07/2014,Browns,W 30 - 27
Ben Roethlisberger,2014,Post Season,1,01/04/2015,Ravens,L 17 - 30
Ben Roethlisberger,2015,Preseason,3,08/29/2015,@Bills,L 19 - 43
Ben Roethlisberger,2015,Preseason,2,08/23/2015,Packers,W 24 - 19
Ben Roethlisberger,2015,Preseason,1,08/14/2015,@Jaguars,L 21 - 23
Ben Roethlisberger,2013,Preseason,4,08/29/2013,@Panthers,L 10 - 25
Ben Roethlisberger,2015,Preseason,0,08/10/2015,@Vikings,L 3 - 14
Ben Roethlisberger,2015,Regular Season,17,01/03/2016,@Browns,W 28 - 12
Ben Roethlisberger,2015,Regular Season,16,12/27/2015,@Ravens,L 17 - 20
Ben Roethlisberger,2013,Preseason,3,08/24/2013,Chiefs,L 20 - 26
Ben Roethlisberger,2013,Preseason,2,08/20/2013,@Redskins,L 13 - 24
Ben Roethlisberger,2013,Preseason,1,08/10/2013,Giants,L 13 - 18
Ben Roethlisberger,2013,Regular Season,17,12/29/2013,Browns,W 20 - 7
Ben Roethlisberger,2015,Regular Season,15,12/20/2015,Broncos,W 34 - 27
Ben Roethlisberger,2015,Regular Season,14,12/13/2015,@Bengals,W 33 - 20
Ben Roethlisberger,2015,Regular Season,13,12/07/2015,Colts,W 45 - 10
Ben Roethlisberger,2015,Regular Season,12,11/29/2015,@Seahawks,L 30 - 39
Ben Roethlisberger,2015,Regular Season,10,11/15/2015,Browns,W 30 - 9
Ben Roethlisberger,2015,Regular Season,9,11/08/2015,Raiders,W 38 - 35
Ben Roethlisberger,2015,Regular Season,8,11/01/2015,Bengals,L 10 - 16
Ben Roethlisberger,2013,Regular Season,16,12/22/2013,@Packers,W 38 - 31
Ben Roethlisberger,2013,Regular Season,15,12/16/2013,Bengals,W 30 - 20
Ben Roethlisberger,2013,Regular Season,14,12/08/2013,Dolphins,L 28 - 34
Ben Roethlisberger,2013,Regular Season,13,11/29/2013,@Ravens,L 20 - 22
Ben Roethlisberger,2013,Regular Season,12,11/24/2013,@Browns,W 27 - 11
Ben Roethlisberger,2013,Regular Season,11,11/17/2013,Lions,W 37 - 27
Ben Roethlisberger,2013,Regular Season,10,11/10/2013,Bills,W 23 - 10
Ben Roethlisberger,2013,Regular Season,9,11/03/2013,@Patriots,L 31 - 55
Ben Roethlisberger,2013,Regular Season,8,10/27/2013,@Raiders,L 18 - 21
Ben Roethlisberger,2015,Regular Season,7,10/25/2015,@Chiefs,L 13 - 23
Ben Roethlisberger,2015,Regular Season,6,10/18/2015,Cardinals,W 25 - 13
Ben Roethlisberger,2015,Regular Season,5,10/13/2015,@Chargers,W 24 - 20
Ben Roethlisberger,2015,Regular Season,4,10/02/2015,Ravens,L 20 - 23
Ben Roethlisberger,2015,Regular Season,3,09/27/2015,@Rams,W 12 - 6
Ben Roethlisberger,2015,Regular Season,2,09/20/2015,Niners,W 43 - 18
Ben Roethlisberger,2015,Regular Season,1,09/11/2015,@Patriots,L 21 - 28
Ben Roethlisberger,2015,Post Season,2,01/17/2016,@Broncos,L 16 - 23
Ben Roethlisberger,2013,Regular Season,7,10/20/2013,Ravens,W 19 - 16
Ben Roethlisberger,2013,Regular Season,6,10/13/2013,@Jets,W 19 - 6
Ben Roethlisberger,2013,Regular Season,4,09/29/2013,@Vikings,L 27 - 34
Ben Roethlisberger,2013,Regular Season,3,09/23/2013,Bears,L 23 - 40
Ben Roethlisberger,2013,Regular Season,2,09/17/2013,@Bengals,L 10 - 20
Ben Roethlisberger,2013,Regular Season,1,09/08/2013,Titans,L 9 - 16
Ben Roethlisberger,2016,Preseason,4,09/01/2016,@Panthers,L 6 - 18
Ben Roethlisberger,2016,Preseason,3,08/27/2016,@Saints,W 27 - 14
Ben Roethlisberger,2016,Preseason,2,08/18/2016,Eagles,L 0 - 17
Ben Roethlisberger,2016,Preseason,1,08/12/2016,Lions,L 17 - 30
Ben Roethlisberger,2016,Regular Season,17,01/01/2017,Browns,W 27 - 24
Ben Roethlisberger,2016,Regular Season,16,12/25/2016,Ravens,W 31 - 27
Ben Roethlisberger,2016,Regular Season,15,12/18/2016,@Bengals,W 24 - 20
Ben Roethlisberger,2016,Regular Season,14,12/11/2016,@Bills,W 27 - 20
Ben Roethlisberger,2016,Regular Season,13,12/04/2016,Giants,W 24 - 14
Ben Roethlisberger,2016,Regular Season,12,11/25/2016,@Colts,W 28 - 7
Ben Roethlisberger,2016,Regular Season,11,11/20/2016,@Browns,W 24 - 9
Ben Roethlisberger,2016,Regular Season,10,11/13/2016,Cowboys,L 30 - 35
Ben Roethlisberger,2016,Regular Season,9,11/06/2016,@Ravens,L 14 - 21
Ben Roethlisberger,2016,Regular Season,7,10/23/2016,Patriots,L 16 - 27
Ben Roethlisberger,2016,Regular Season,6,10/16/2016,@Dolphins,L 15 - 30
Ben Roethlisberger,2016,Regular Season,5,10/09/2016,Jets,W 31 - 13
Ben Roethlisberger,2016,Regular Season,4,10/03/2016,Chiefs,W 43 - 14
Ben Roethlisberger,2016,Regular Season,3,09/25/2016,@Eagles,L 3 - 34
Ben Roethlisberger,2016,Regular Season,2,09/18/2016,Bengals,W 24 - 16
Ben Roethlisberger,2016,Regular Season,1,09/12/2016,@Redskins,W 38 - 16
Ben Roethlisberger,2016,Post Season,3,01/22/2017,@Patriots,L 17 - 36
Ben Roethlisberger,2016,Post Season,2,01/16/2017,@Chiefs,W 18 - 16
Ben Roethlisberger,2016,Post Season,1,01/08/2017,Dolphins,W 30 - 12
Ben Roethlisberger,2017,Preseason,4,08/31/2017,@Panthers,W 17 - 14
Ben Roethlisberger,2017,Preseason,3,08/26/2017,Colts,L 15 - 19
Ben Roethlisberger,2017,Preseason,2,08/20/2017,Falcons,W 17 - 13
Ben Roethlisberger,2017,Preseason,1,08/11/2017,@Giants,W 20 - 12
Ben Roethlisberger,2017,Regular Season,17,12/31/2017,Browns,W 28 - 24
Ben Roethlisberger,2017,Regular Season,16,12/25/2017,@Texans,W 34 - 6
Ben Roethlisberger,2017,Regular Season,15,12/17/2017,Patriots,L 24 - 27
Ben Roethlisberger,2017,Regular Season,14,12/11/2017,Ravens,W 39 - 38
Ben Roethlisberger,2017,Regular Season,13,12/05/2017,@Bengals,W 23 - 20
Ben Roethlisberger,2017,Regular Season,12,11/27/2017,Packers,W 31 - 28
Ben Roethlisberger,2017,Regular Season,11,11/17/2017,Titans,W 40 - 17
Ben Roethlisberger,2017,Regular Season,10,11/12/2017,@Colts,W 20 - 17
Ben Roethlisberger,2017,Regular Season,8,10/30/2017,@Lions,W 20 - 15
Ben Roethlisberger,2017,Regular Season,7,10/22/2017,Bengals,W 29 - 14
Ben Roethlisberger,2017,Regular Season,6,10/15/2017,@Chiefs,W 19 - 13
Ben Roethlisberger,2017,Regular Season,5,10/08/2017,Jaguars,L 9 - 30
Ben Roethlisberger,2017,Regular Season,4,10/01/2017,@Ravens,W 26 - 9
Ben Roethlisberger,2017,Regular Season,3,09/24/2017,@Bears,L 17 - 23
Ben Roethlisberger,2017,Regular Season,2,09/17/2017,Vikings,W 26 - 9
Ben Roethlisberger,2017,Regular Season,1,09/10/2017,@Browns,W 21 - 18
Ben Roethlisberger,2017,Post Season,2,01/14/2018,Jaguars,L 42 - 45
Ben Roethlisberger,2019,Preseason,4,08/29/2019,@Panthers,L 19 - 25
Ben Roethlisberger,2018,Preseason,4,08/30/2018,Panthers,W 39 - 24
Ben Roethlisberger,2019,Preseason,3,08/26/2019,@Titans,W 18 - 6
Ben Roethlisberger,2019,Preseason,2,08/17/2019,Chiefs,W 17 - 7
Ben Roethlisberger,2019,Preseason,1,08/09/2019,Buccaneers,W 30 - 28
Ben Roethlisberger,2019,Regular Season,2,09/15/2019,Seahawks,L 26 - 28
Ben Roethlisberger,2019,Regular Season,1,09/09/2019,@Patriots,L 3 - 33
Ben Roethlisberger,2018,Preseason,3,08/25/2018,Titans,W 16 - 6
Ben Roethlisberger,2018,Preseason,2,08/17/2018,@Packers,L 34 - 51
Ben Roethlisberger,2018,Preseason,1,08/09/2018,@Eagles,W 31 - 14
Ben Roethlisberger,2018,Regular Season,17,12/30/2018,Bengals,W 16 - 13
Ben Roethlisberger,2018,Regular Season,16,12/23/2018,@Saints,L 28 - 31
Ben Roethlisberger,2018,Regular Season,15,12/16/2018,Patriots,W 17 - 10
Ben Roethlisberger,2018,Regular Season,14,12/09/2018,@Raiders,L 21 - 24
Ben Roethlisberger,2018,Regular Season,13,12/03/2018,Chargers,L 30 - 33
Ben Roethlisberger,2018,Regular Season,12,11/25/2018,@Broncos,L 17 - 24
Ben Roethlisberger,2018,Regular Season,11,11/18/2018,@Jaguars,W 20 - 16
Ben Roethlisberger,2018,Regular Season,10,11/09/2018,Panthers,W 52 - 21
Ben Roethlisberger,2018,Regular Season,9,11/04/2018,@Ravens,W 23 - 16
Ben Roethlisberger,2018,Regular Season,8,10/28/2018,Browns,W 33 - 18
Ben Roethlisberger,2018,Regular Season,6,10/14/2018,@Bengals,W 28 - 21
Ben Roethlisberger,2018,Regular Season,5,10/07/2018,Falcons,W 41 - 17
Ben Roethlisberger,2018,Regular Season,4,10/01/2018,Ravens,L 14 - 26
Ben Roethlisberger,2018,Regular Season,3,09/25/2018,@Buccaneers,W 30 - 27
Ben Roethlisberger,2018,Regular Season,2,09/16/2018,Chiefs,L 37 - 42
Ben Roethlisberger,2018,Regular Season,1,09/09/2018,@Browns,T 21 - 21
Ben Roethlisberger,2020,Regular Season,17,01/03/2021,@Browns,L 22 - 24
Ben Roethlisberger,2020,Regular Season,16,12/27/2020,Colts,W 28 - 24
Ben Roethlisberger,2020,Regular Season,15,12/22/2020,@Bengals,L 17 - 27
Ben Roethlisberger,2020,Regular Season,14,12/14/2020,@Bills,L 15 - 26
Ben Roethlisberger,2020,Regular Season,13,12/07/2020,Football Team,L 17 - 23
Ben Roethlisberger,2020,Regular Season,12,12/02/2020,Ravens,W 19 - 14
Ben Roethlisberger,2020,Regular Season,11,11/22/2020,@Jaguars,W 27 - 3
Ben Roethlisberger,2020,Regular Season,10,11/15/2020,Bengals,W 36 - 10
Ben Roethlisberger,2020,Regular Season,9,11/08/2020,@Cowboys,W 24 - 19
Ben Roethlisberger,2020,Regular Season,8,11/01/2020,@Ravens,W 28 - 24
Ben Roethlisberger,2020,Regular Season,7,10/25/2020,@Titans,W 27 - 24
Ben Roethlisberger,2020,Regular Season,6,10/18/2020,Browns,W 38 - 7
Ben Roethlisberger,2020,Regular Season,5,10/11/2020,Eagles,W 38 - 29
Ben Roethlisberger,2020,Regular Season,3,09/27/2020,Texans,W 28 - 21
Ben Roethlisberger,2020,Regular Season,2,09/20/2020,Broncos,W 26 - 21
Ben Roethlisberger,2020,Regular Season,1,09/14/2020,@Giants,W 26 - 16
Ben Roethlisberger,2020,Post Season,1,01/11/2021,Browns,L 37 - 48
Ben Roethlisberger,2021,Preseason,3,08/27/2021,@Panthers,L 9 - 34
Ben Roethlisberger,2021,Preseason,2,08/21/2021,Lions,W 26 - 20
Ben Roethlisberger,2021,Preseason,1,08/12/2021,@Eagles,W 24 - 16
Ben Roethlisberger,2021,Preseason,0,08/06/2021,Cowboys,W 16 - 3
Ben Roethlisberger,2021,Regular Season,18,01/09/2022,@Ravens,W 16 - 13
Ben Roethlisberger,2021,Regular Season,17,01/04/2022,Browns,W 26 - 14
Ben Roethlisberger,2021,Regular Season,16,12/26/2021,@Chiefs,L 10 - 36
Ben Roethlisberger,2021,Regular Season,15,12/19/2021,Titans,W 19 - 13
Ben Roethlisberger,2021,Regular Season,14,12/10/2021,@Vikings,L 28 - 36
Ben Roethlisberger,2021,Regular Season,13,12/05/2021,Ravens,W 20 - 19
Ben Roethlisberger,2021,Regular Season,12,11/28/2021,@Bengals,L 10 - 41
Ben Roethlisberger,2021,Regular Season,11,11/22/2021,@Chargers,L 37 - 41
Ben Roethlisberger,2021,Regular Season,9,11/09/2021,Bears,W 29 - 27
Ben Roethlisberger,2021,Regular Season,8,10/31/2021,@Browns,W 15 - 10
Ben Roethlisberger,2021,Regular Season,6,10/18/2021,Seahawks,W 23 - 20
Ben Roethlisberger,2021,Regular Season,5,10/10/2021,Broncos,W 27 - 19
Ben Roethlisberger,2021,Regular Season,4,10/03/2021,@Packers,L 17 - 27
Ben Roethlisberger,2021,Regular Season,3,09/26/2021,Bengals,L 10 - 24
Ben Roethlisberger,2021,Regular Season,2,09/19/2021,Raiders,L 17 - 26
Ben Roethlisberger,2021,Regular Season,1,09/12/2021,@Bills,W 23 - 16
Ben Roethlisberger,2021,Post Season,1,01/17/2022,@Chiefs,L 21 - 42
Tom Brady,2002,Regular Season,17,12/29/2002,Dolphins,N/A
Tom Brady,2002,Regular Season,16,12/22/2002,Jets,N/A
Tom Brady,2002,Regular Season,15,12/16/2002,@Titans,N/A
Tom Brady,2002,Regular Season,14,12/08/2002,Bills,N/A
Tom Brady,2002,Regular Season,13,11/28/2002,@Lions,N/A
Tom Brady,2002,Regular Season,12,11/24/2002,Vikings,N/A
Tom Brady,2002,Regular Season,11,11/17/2002,@Raiders,N/A
Tom Brady,2002,Regular Season,10,11/10/2002,@Bears,N/A
Tom Brady,2002,Regular Season,9,11/03/2002,@Bills,N/A
Tom Brady,2002,Regular Season,8,10/27/2002,Broncos,N/A
Tom Brady,2002,Regular Season,6,10/13/2002,Packers,N/A
Tom Brady,2002,Regular Season,5,10/06/2002,@Dolphins,N/A
Tom Brady,2002,Regular Season,4,09/29/2002,@Chargers,N/A
Tom Brady,2002,Regular Season,3,09/22/2002,Chiefs,N/A
Tom Brady,2002,Regular Season,2,09/15/2002,@Jets,N/A
Tom Brady,2002,Regular Season,1,09/09/2002,Steelers,N/A
Tom Brady,2001,Regular Season,17,01/06/2002,@Panthers,N/A
Tom Brady,2001,Regular Season,15,12/22/2001,Dolphins,N/A
Tom Brady,2001,Regular Season,14,12/16/2001,@Bills,N/A
Tom Brady,2001,Regular Season,13,12/09/2001,Browns,N/A
Tom Brady,2001,Regular Season,12,12/02/2001,@Jets,N/A
Tom Brady,2001,Regular Season,11,11/25/2001,Saints,N/A
Tom Brady,2001,Regular Season,10,11/18/2001,Rams,N/A
Tom Brady,2001,Regular Season,9,11/11/2001,Bills,N/A
Tom Brady,2001,Regular Season,8,11/04/2001,@Falcons,N/A
Tom Brady,2001,Regular Season,7,10/28/2001,@Broncos,N/A
Tom Brady,2001,Regular Season,6,10/21/2001,@Colts,N/A
Tom Brady,2001,Regular Season,5,10/14/2001,Chargers,N/A
Tom Brady,2001,Regular Season,4,10/07/2001,@Dolphins,N/A
Tom Brady,2001,Regular Season,3,09/30/2001,Colts,N/A
Tom Brady,2001,Regular Season,2,09/23/2001,Jets,N/A
Tom Brady,2001,Regular Season,1,09/09/2001,@Bengals,N/A
Tom Brady,2001,Post Season,4,02/03/2002,Rams,N/A
Tom Brady,2001,Post Season,3,01/27/2002,@Steelers,N/A
Tom Brady,2001,Post Season,2,01/19/2002,Raiders,N/A
Tom Brady,2000,Regular Season,17,12/24/2000,Dolphins,N/A
Tom Brady,2000,Regular Season,16,12/17/2000,@Bills,N/A
Tom Brady,2000,Regular Season,15,12/10/2000,@Bears,N/A
Tom Brady,2000,Regular Season,14,12/04/2000,Chiefs,N/A
Tom Brady,2000,Regular Season,13,11/23/2000,@Lions,N/A
Tom Brady,2000,Regular Season,12,11/19/2000,Bengals,N/A
Tom Brady,2000,Regular Season,11,11/12/2000,@Browns,N/A
Tom Brady,2000,Regular Season,10,11/05/2000,Bills,N/A
Tom Brady,2000,Regular Season,8,10/22/2000,@Colts,N/A
Tom Brady,2000,Regular Season,7,10/15/2000,Jets,N/A
Tom Brady,2000,Regular Season,6,10/08/2000,Colts,N/A
Tom Brady,2000,Regular Season,5,10/01/2000,@Broncos,N/A
Tom Brady,2000,Regular Season,4,09/24/2000,@Dolphins,N/A
Tom Brady,2000,Regular Season,3,09/17/2000,Vikings,N/A
Tom Brady,2000,Regular Season,2,09/11/2000,@Jets,N/A
Tom Brady,2000,Regular Season,1,09/03/2000,Buccaneers,N/A
Tom Brady,2003,Regular Season,17,12/27/2003,Bills,W 31 - 0
Tom Brady,2003,Regular Season,16,12/20/2003,@Jets,W 21 - 16
Tom Brady,2003,Regular Season,15,12/14/2003,Jaguars,W 27 - 13
Tom Brady,2003,Regular Season,14,12/07/2003,Dolphins,W 12 - 0
Tom Brady,2003,Regular Season,13,11/30/2003,@Colts,W 38 - 34
Tom Brady,2003,Regular Season,12,11/23/2003,@Texans,W 23 - 20
Tom Brady,2003,Regular Season,11,11/16/2003,Cowboys,W 12 - 0
Tom Brady,2003,Regular Season,9,11/03/2003,@Broncos,W 30 - 26
Tom Brady,2003,Regular Season,8,10/26/2003,Browns,W 9 - 3
Tom Brady,2003,Regular Season,7,10/19/2003,@Dolphins,W 19 - 13
Tom Brady,2003,Regular Season,6,10/12/2003,Giants,W 17 - 6
Tom Brady,2003,Regular Season,5,10/05/2003,Titans,W 38 - 30
Tom Brady,2003,Regular Season,4,09/28/2003,@Redskins,L 17 - 20
Tom Brady,2003,Regular Season,3,09/21/2003,Jets,W 23 - 16
Tom Brady,2003,Regular Season,2,09/14/2003,@Eagles,W 31 - 10
Tom Brady,2003,Regular Season,1,09/07/2003,@Bills,L 0 - 31
Tom Brady,2003,Post Season,4,02/01/2004,Panthers,W 32 - 29
Tom Brady,2003,Post Season,3,01/18/2004,Colts,W 24 - 14
Tom Brady,2003,Post Season,2,01/10/2004,Titans,W 17 - 14
Tom Brady,2005,Regular Season,17,01/01/2006,Dolphins,L 26 - 28
Tom Brady,2005,Regular Season,16,12/26/2005,@Jets,W 31 - 21
Tom Brady,2005,Regular Season,15,12/17/2005,Buccaneers,W 28 - 0
Tom Brady,2005,Regular Season,14,12/11/2005,@Bills,W 35 - 7
Tom Brady,2005,Regular Season,13,12/04/2005,Jets,W 16 - 3
Tom Brady,2005,Regular Season,12,11/27/2005,@Chiefs,L 16 - 26
Tom Brady,2005,Regular Season,11,11/20/2005,Saints,W 24 - 17
Tom Brady,2005,Regular Season,10,11/13/2005,@Dolphins,W 23 - 16
Tom Brady,2005,Regular Season,9,11/07/2005,Colts,L 21 - 40
Tom Brady,2005,Regular Season,8,10/30/2005,Bills,W 21 - 16
Tom Brady,2005,Regular Season,6,10/16/2005,@Broncos,L 20 - 28
Tom Brady,2005,Regular Season,5,10/09/2005,@Falcons,W 31 - 28
Tom Brady,2005,Regular Season,4,10/02/2005,Chargers,L 17 - 41
Tom Brady,2005,Regular Season,3,09/25/2005,@Steelers,W 23 - 20
Tom Brady,2005,Regular Season,2,09/18/2005,@Panthers,L 17 - 27
Tom Brady,2005,Regular Season,1,09/08/2005,Raiders,W 30 - 20
Tom Brady,2005,Post Season,2,01/14/2006,@Broncos,L 13 - 27
Tom Brady,2005,Post Season,1,01/07/2006,Jaguars,W 28 - 3
Tom Brady,2006,Regular Season,17,12/31/2006,@Titans,W 40 - 23
Tom Brady,2006,Regular Season,16,12/24/2006,@Jaguars,W 24 - 21
Tom Brady,2006,Regular Season,15,12/17/2006,Texans,W 40 - 7
Tom Brady,2006,Regular Season,14,12/10/2006,@Dolphins,L 0 - 21
Tom Brady,2006,Regular Season,13,12/03/2006,Lions,W 28 - 21
Tom Brady,2006,Regular Season,12,11/26/2006,Bears,W 17 - 13
Tom Brady,2006,Regular Season,11,11/19/2006,@Packers,W 35 - 0
Tom Brady,2006,Regular Season,10,11/12/2006,Jets,L 14 - 17
Tom Brady,2006,Regular Season,9,11/05/2006,Colts,L 20 - 27
Tom Brady,2006,Regular Season,8,10/30/2006,@Vikings,W 31 - 7
Tom Brady,2006,Regular Season,7,10/22/2006,@Bills,W 28 - 6
Tom Brady,2006,Regular Season,5,10/08/2006,Dolphins,W 20 - 10
Tom Brady,2006,Regular Season,4,10/01/2006,@Bengals,W 38 - 13
Tom Brady,2006,Regular Season,3,09/24/2006,Broncos,L 7 - 17
Tom Brady,2006,Regular Season,2,09/17/2006,@Jets,W 24 - 17
Tom Brady,2006,Regular Season,1,09/10/2006,Bills,W 19 - 17
Tom Brady,2006,Post Season,3,01/21/2007,@Colts,L 34 - 38
Tom Brady,2006,Post Season,2,01/14/2007,@Chargers,W 24 - 21
Tom Brady,2007,Regular Season,17,12/29/2007,@Giants,W 38 - 35
Tom Brady,2004,Regular Season,17,01/02/2005,49ers,W 21 - 7
Tom Brady,2006,Post Season,1,01/07/2007,Jets,W 37 - 16
Tom Brady,2007,Regular Season,16,12/23/2007,Dolphins,W 28 - 7
Tom Brady,2007,Regular Season,15,12/16/2007,Jets,W 20 - 10
Tom Brady,2007,Regular Season,14,12/09/2007,Steelers,W 34 - 13
Tom Brady,2007,Regular Season,13,12/03/2007,@Ravens,W 27 - 24
Tom Brady,2004,Regular Season,16,12/26/2004,@Jets,W 23 - 7
Tom Brady,2004,Regular Season,15,12/20/2004,@Dolphins,L 28 - 29
Tom Brady,2004,Regular Season,14,12/12/2004,Bengals,W 35 - 28
Tom Brady,2004,Regular Season,13,12/05/2004,@Browns,W 42 - 15
Tom Brady,2004,Regular Season,12,11/28/2004,Ravens,W 24 - 3
Tom Brady,2004,Regular Season,11,11/22/2004,@Chiefs,W 27 - 19
Tom Brady,2004,Regular Season,10,11/14/2004,Bills,W 29 - 6
Tom Brady,2004,Regular Season,9,11/07/2004,@Rams,W 40 - 22
Tom Brady,2004,Regular Season,8,10/31/2004,@Steelers,L 20 - 34
Tom Brady,2007,Regular Season,12,11/25/2007,Eagles,W 31 - 28
Tom Brady,2007,Regular Season,11,11/18/2007,@Bills,W 56 - 10
Tom Brady,2007,Regular Season,9,11/04/2007,@Colts,W 24 - 20
Tom Brady,2007,Regular Season,8,10/28/2007,Redskins,W 52 - 7
Tom Brady,2007,Regular Season,7,10/21/2007,@Dolphins,W 49 - 28
Tom Brady,2007,Regular Season,6,10/14/2007,@Cowboys,W 48 - 27
Tom Brady,2007,Regular Season,5,10/07/2007,Browns,W 34 - 17
Tom Brady,2007,Regular Season,4,10/01/2007,@Bengals,W 34 - 13
Tom Brady,2004,Regular Season,7,10/24/2004,Jets,W 13 - 7
Tom Brady,2004,Regular Season,6,10/17/2004,Seahawks,W 30 - 20
Tom Brady,2004,Regular Season,5,10/10/2004,Dolphins,W 24 - 10
Tom Brady,2004,Regular Season,4,10/03/2004,@Bills,W 31 - 17
Tom Brady,2004,Regular Season,2,09/19/2004,@Cardinals,W 23 - 12
Tom Brady,2004,Regular Season,1,09/09/2004,Colts,W 27 - 24
Tom Brady,2004,Post Season,4,02/06/2005,@Eagles,W 24 - 21
Tom Brady,2007,Regular Season,3,09/23/2007,Bills,W 38 - 7
Tom Brady,2007,Regular Season,2,09/16/2007,Chargers,W 38 - 14
Tom Brady,2007,Regular Season,1,09/09/2007,@Jets,W 38 - 14
Tom Brady,2007,Post Season,4,02/03/2008,Giants,L 14 - 17
Tom Brady,2007,Post Season,3,01/20/2008,Chargers,W 21 - 12
Tom Brady,2007,Post Season,2,01/12/2008,Jaguars,W 31 - 20
Tom Brady,2004,Post Season,3,01/23/2005,@Steelers,W 41 - 27
Tom Brady,2004,Post Season,2,01/16/2005,Colts,W 20 - 3
Tom Brady,2010,Preseason,4,09/02/2010,@Giants,L 17 - 20
Tom Brady,2008,Preseason,4,08/28/2008,@Giants,L 14 - 19
Tom Brady,2009,Preseason,4,09/03/2009,Giants,W 38 - 27
Tom Brady,2010,Preseason,3,08/26/2010,Rams,L 35 - 36
Tom Brady,2010,Preseason,2,08/19/2010,@Falcons,W 28 - 10
Tom Brady,2010,Preseason,1,08/12/2010,Saints,W 27 - 24
Tom Brady,2008,Preseason,3,08/22/2008,Eagles,L 17 - 27
Tom Brady,2008,Preseason,2,08/17/2008,@Buccaneers,L 10 - 27
Tom Brady,2008,Preseason,1,08/07/2008,Ravens,L 15 - 16
Tom Brady,2008,Regular Season,1,09/07/2008,Chiefs,W 17 - 10
Tom Brady,2009,Preseason,1,08/13/2009,@Eagles,W 27 - 25
Tom Brady,2009,Regular Season,17,01/03/2010,@Texans,L 27 - 34
Tom Brady,2010,Regular Season,17,01/02/2011,Dolphins,W 38 - 7
Tom Brady,2010,Regular Season,16,12/26/2010,@Bills,W 34 - 3
Tom Brady,2010,Regular Season,15,12/19/2010,Packers,W 31 - 27
Tom Brady,2010,Regular Season,14,12/12/2010,@Bears,W 36 - 7
Tom Brady,2010,Regular Season,13,12/06/2010,Jets,W 45 - 3
Tom Brady,2010,Regular Season,12,11/25/2010,@Lions,W 45 - 24
Tom Brady,2009,Regular Season,16,12/27/2009,Jaguars,W 35 - 7
Tom Brady,2009,Regular Season,15,12/20/2009,@Bills,W 17 - 10
Tom Brady,2009,Regular Season,14,12/13/2009,Panthers,W 20 - 10
Tom Brady,2009,Regular Season,13,12/06/2009,@Dolphins,L 21 - 22
Tom Brady,2009,Regular Season,12,11/30/2009,@Saints,L 17 - 38
Tom Brady,2009,Regular Season,11,11/22/2009,Jets,W 31 - 14
Tom Brady,2009,Regular Season,10,11/15/2009,@Colts,L 34 - 35
Tom Brady,2009,Regular Season,9,11/08/2009,Dolphins,W 27 - 17
Tom Brady,2010,Regular Season,11,11/21/2010,Colts,W 31 - 28
Tom Brady,2010,Regular Season,10,11/14/2010,@Steelers,W 39 - 26
Tom Brady,2010,Regular Season,9,11/07/2010,@Browns,L 14 - 34
Tom Brady,2010,Regular Season,8,10/31/2010,Vikings,W 28 - 18
Tom Brady,2010,Regular Season,7,10/24/2010,@Chargers,W 23 - 20
Tom Brady,2010,Regular Season,6,10/17/2010,Ravens,W 23 - 20
Tom Brady,2011,Preseason,4,09/01/2011,Giants,L 17 - 18
Tom Brady,2009,Regular Season,7,10/25/2009,@Buccaneers,W 35 - 7
Tom Brady,2009,Regular Season,6,10/18/2009,Titans,W 59 - 0
Tom Brady,2009,Regular Season,5,10/11/2009,@Broncos,L 17 - 20
Tom Brady,2009,Regular Season,4,10/04/2009,Ravens,W 27 - 21
Tom Brady,2009,Regular Season,3,09/27/2009,Falcons,W 26 - 10
Tom Brady,2010,Regular Season,4,10/04/2010,@Dolphins,W 41 - 14
Tom Brady,2010,Regular Season,3,09/26/2010,Bills,W 38 - 30
