player_name,year,season,week,game_date,opponent,result
Ezekiel Elliott,2021,Preseason,1,08/14/2021,@Cardinals,L 16 - 19
Ezekiel Elliott,2021,Preseason,0,08/06/2021,@Steelers,L 3 - 16
Ezekiel Elliott,2021,Regular Season,18,01/09/2022,@Eagles,W 51 - 26
Ezekiel Elliott,2021,Regular Season,17,01/02/2022,Cardinals,L 22 - 25
Ezekiel Elliott,2021,Regular Season,16,12/27/2021,Football Team,W 56 - 14
Ezekiel Elliott,2021,Regular Season,15,12/19/2021,@Giants,W 21 - 6
Ezekiel Elliott,2021,Regular Season,14,12/12/2021,@Football Team,W 27 - 20
Ezekiel Elliott,2021,Regular Season,13,12/03/2021,@Saints,W 27 - 17
Ezekiel Elliott,2021,Regular Season,12,11/25/2021,Raiders,L 33 - 36
Ezekiel Elliott,2021,Regular Season,11,11/21/2021,@Chiefs,L 9 - 19
Ezekiel Elliott,2021,Regular Season,10,11/14/2021,Falcons,W 43 - 3
Ezekiel Elliott,2021,Regular Season,9,11/07/2021,Broncos,L 16 - 30
Ezekiel Elliott,2021,Regular Season,8,11/01/2021,@Vikings,W 20 - 16
Ezekiel Elliott,2021,Regular Season,6,10/17/2021,@Patriots,W 35 - 29
Ezekiel Elliott,2021,Regular Season,5,10/10/2021,Giants,W 44 - 20
Ezekiel Elliott,2021,Regular Season,4,10/03/2021,Panthers,W 36 - 28
Ezekiel Elliott,2021,Regular Season,3,09/28/2021,Eagles,W 41 - 21
Ezekiel Elliott,2021,Regular Season,2,09/19/2021,@Chargers,W 20 - 17
Ezekiel Elliott,2021,Regular Season,1,09/10/2021,@Buccaneers,L 29 - 31
Ezekiel Elliott,2021,Post Season,1,01/16/2022,49ers,L 17 - 23
Ezekiel Elliott,2016,Preseason,4,09/02/2016,Texans,L 17 - 28
Ezekiel Elliott,2016,Preseason,3,08/26/2016,@Seahawks,L 17 - 27
Ezekiel Elliott,2016,Preseason,2,08/20/2016,Dolphins,W 41 - 14
Ezekiel Elliott,2016,Preseason,1,08/14/2016,@Rams,L 24 - 28
Ezekiel Elliott,2016,Regular Season,17,01/01/2017,@Eagles,L 13 - 27
Ezekiel Elliott,2016,Regular Season,16,12/27/2016,Lions,W 42 - 21
Ezekiel Elliott,2016,Regular Season,15,12/19/2016,Buccaneers,W 26 - 20
Ezekiel Elliott,2016,Regular Season,14,12/12/2016,@Giants,L 7 - 10
Ezekiel Elliott,2016,Regular Season,13,12/02/2016,@Vikings,W 17 - 15
Ezekiel Elliott,2016,Regular Season,12,11/24/2016,Redskins,W 31 - 26
Ezekiel Elliott,2016,Regular Season,11,11/20/2016,Ravens,W 27 - 17
Ezekiel Elliott,2016,Regular Season,10,11/13/2016,@Steelers,W 35 - 30
Ezekiel Elliott,2016,Regular Season,9,11/06/2016,@Browns,W 35 - 10
Ezekiel Elliott,2016,Regular Season,8,10/31/2016,Eagles,W 29 - 23
Ezekiel Elliott,2016,Regular Season,6,10/16/2016,@Packers,W 30 - 16
Ezekiel Elliott,2016,Regular Season,5,10/09/2016,Bengals,W 28 - 14
Ezekiel Elliott,2016,Regular Season,4,10/02/2016,@49ers,W 24 - 17
Ezekiel Elliott,2016,Regular Season,3,09/26/2016,Bears,W 31 - 17
Ezekiel Elliott,2016,Regular Season,2,09/18/2016,@Redskins,W 27 - 23
Ezekiel Elliott,2016,Regular Season,1,09/11/2016,Giants,L 19 - 20
Ezekiel Elliott,2016,Post Season,2,01/15/2017,Packers,L 31 - 34
Aaron Donald,2015,Preseason,4,09/04/2015,Chiefs,L 17 - 24
Aaron Donald,2015,Preseason,3,08/30/2015,Colts,L 14 - 24
Aaron Donald,2015,Preseason,2,08/24/2015,@Titans,L 14 - 27
Aaron Donald,2015,Preseason,1,08/15/2015,@Raiders,L 3 - 18
Aaron Donald,2015,Regular Season,17,01/03/2016,@Niners,L 16 - 19
Aaron Donald,2015,Regular Season,16,12/27/2015,@Seahawks,W 23 - 17
Aaron Donald,2015,Regular Season,15,12/18/2015,Buccaneers,W 31 - 23
Aaron Donald,2015,Regular Season,14,12/13/2015,Lions,W 21 - 14
Aaron Donald,2015,Regular Season,13,12/06/2015,Cardinals,L 3 - 27
Aaron Donald,2015,Regular Season,12,11/29/2015,@Bengals,L 7 - 31
Aaron Donald,2015,Regular Season,11,11/22/2015,@Ravens,L 13 - 16
Aaron Donald,2015,Regular Season,10,11/15/2015,Bears,L 13 - 37
Aaron Donald,2015,Regular Season,9,11/08/2015,@Vikings,L 18 - 21
Aaron Donald,2015,Regular Season,8,11/01/2015,Niners,W 27 - 6
Aaron Donald,2015,Regular Season,7,10/25/2015,Browns,W 24 - 6
Aaron Donald,2015,Regular Season,5,10/11/2015,@Packers,L 10 - 24
Aaron Donald,2015,Regular Season,4,10/04/2015,@Cardinals,W 24 - 22
Aaron Donald,2015,Regular Season,3,09/27/2015,Steelers,L 6 - 12
Aaron Donald,2015,Regular Season,2,09/20/2015,@Redskins,L 10 - 24
Aaron Donald,2018,Regular Season,17,12/30/2018,49ers,W 48 - 32
Aaron Donald,2015,Regular Season,1,09/13/2015,Seahawks,W 34 - 31
Aaron Donald,2018,Regular Season,16,12/23/2018,@Cardinals,W 31 - 9
Aaron Donald,2018,Regular Season,15,12/17/2018,Eagles,L 23 - 30
Aaron Donald,2018,Regular Season,14,12/10/2018,@Bears,L 6 - 15
Aaron Donald,2014,Preseason,4,08/28/2014,@Dolphins,L 13 - 14
Aaron Donald,2018,Regular Season,13,12/02/2018,@Lions,W 30 - 16
Aaron Donald,2018,Regular Season,11,11/20/2018,Chiefs,W 54 - 51
Aaron Donald,2018,Regular Season,10,11/11/2018,Seahawks,W 36 - 31
Aaron Donald,2018,Regular Season,9,11/04/2018,@Saints,L 35 - 45
Aaron Donald,2018,Regular Season,8,10/28/2018,Packers,W 29 - 27
Aaron Donald,2018,Regular Season,7,10/21/2018,@49ers,W 39 - 10
Aaron Donald,2018,Regular Season,6,10/14/2018,@Broncos,W 23 - 20
Aaron Donald,2018,Regular Season,5,10/07/2018,@Seahawks,W 33 - 31
Aaron Donald,2018,Regular Season,4,09/28/2018,Vikings,W 38 - 31
Aaron Donald,2018,Regular Season,3,09/23/2018,Chargers,W 35 - 23
Aaron Donald,2014,Preseason,3,08/24/2014,@Browns,W 33 - 14
Aaron Donald,2014,Preseason,2,08/16/2014,Packers,L 7 - 21
Aaron Donald,2014,Preseason,1,08/09/2014,Saints,L 24 - 26
Aaron Donald,2014,Regular Season,17,12/28/2014,@Seahawks,L 6 - 20
Aaron Donald,2014,Regular Season,16,12/21/2014,Giants,L 27 - 37
Aaron Donald,2014,Regular Season,15,12/12/2014,Cardinals,L 6 - 12
Aaron Donald,2014,Regular Season,14,12/07/2014,@Redskins,W 24 - 0
Aaron Donald,2018,Regular Season,2,09/16/2018,Cardinals,W 34 - 0
Aaron Donald,2018,Regular Season,1,09/11/2018,@Raiders,W 33 - 13
Aaron Donald,2018,Post Season,4,02/03/2019,Patriots,L 3 - 13
Aaron Donald,2018,Post Season,3,01/20/2019,@Saints,W 26 - 23
Aaron Donald,2018,Post Season,2,01/13/2019,Cowboys,W 30 - 22
Aaron Donald,2014,Regular Season,13,11/30/2014,Raiders,W 52 - 0
Aaron Donald,2014,Regular Season,12,11/23/2014,@Chargers,L 24 - 27
Aaron Donald,2014,Regular Season,11,11/16/2014,Broncos,W 22 - 7
Aaron Donald,2014,Regular Season,10,11/09/2014,@Cardinals,L 14 - 31
Aaron Donald,2014,Regular Season,9,11/02/2014,@Niners,W 13 - 10
Aaron Donald,2014,Regular Season,8,10/26/2014,@Chiefs,L 7 - 34
Aaron Donald,2014,Regular Season,7,10/19/2014,Seahawks,W 28 - 26
Aaron Donald,2014,Regular Season,6,10/14/2014,Niners,L 17 - 31
Aaron Donald,2014,Regular Season,5,10/05/2014,@Eagles,L 28 - 34
Aaron Donald,2014,Regular Season,3,09/21/2014,Cowboys,L 31 - 34
Aaron Donald,2014,Regular Season,2,09/14/2014,@Buccaneers,W 19 - 17
Aaron Donald,2014,Regular Season,1,09/07/2014,Vikings,L 6 - 34
Aaron Donald,2017,Regular Season,17,12/31/2017,49ers,L 13 - 34
Aaron Donald,2017,Regular Season,16,12/24/2017,@Titans,W 27 - 23
Aaron Donald,2017,Regular Season,15,12/17/2017,@Seahawks,W 42 - 7
Aaron Donald,2017,Regular Season,14,12/10/2017,Eagles,L 35 - 43
Aaron Donald,2017,Regular Season,13,12/03/2017,@Cardinals,W 32 - 16
Aaron Donald,2017,Regular Season,12,11/26/2017,Saints,W 26 - 20
Aaron Donald,2017,Regular Season,11,11/19/2017,@Vikings,L 7 - 24
Aaron Donald,2017,Regular Season,10,11/12/2017,Texans,W 33 - 7
Aaron Donald,2017,Regular Season,9,11/05/2017,@Giants,W 51 - 17
Aaron Donald,2017,Regular Season,7,10/22/2017,Cardinals,W 33 - 0
Aaron Donald,2017,Regular Season,6,10/15/2017,@Jaguars,W 27 - 17
Aaron Donald,2017,Regular Season,5,10/08/2017,Seahawks,L 10 - 16
Aaron Donald,2017,Regular Season,4,10/01/2017,@Cowboys,W 35 - 30
Aaron Donald,2017,Regular Season,3,09/22/2017,@49ers,W 41 - 39
Aaron Donald,2017,Regular Season,2,09/17/2017,Redskins,L 20 - 27
Aaron Donald,2017,Post Season,1,01/07/2018,Falcons,L 13 - 26
Aaron Donald,2016,Preseason,4,09/02/2016,@Vikings,L 25 - 27
Aaron Donald,2016,Preseason,3,08/28/2016,@Broncos,L 9 - 17
Aaron Donald,2016,Preseason,2,08/21/2016,Chiefs,W 21 - 20
Aaron Donald,2016,Preseason,1,08/14/2016,Cowboys,W 28 - 24
Aaron Donald,2016,Regular Season,17,01/01/2017,Cardinals,L 6 - 44
Aaron Donald,2016,Regular Season,16,12/24/2016,49ers,L 21 - 22
Aaron Donald,2016,Regular Season,15,12/16/2016,@Seahawks,L 3 - 24
Aaron Donald,2016,Regular Season,14,12/11/2016,Falcons,L 14 - 42
Aaron Donald,2016,Regular Season,13,12/04/2016,@Patriots,L 10 - 26
Aaron Donald,2016,Regular Season,12,11/27/2016,@Saints,L 21 - 49
Aaron Donald,2016,Regular Season,11,11/20/2016,Dolphins,L 10 - 14
Aaron Donald,2016,Regular Season,10,11/13/2016,@Jets,W 9 - 6
Aaron Donald,2016,Regular Season,9,11/06/2016,Panthers,L 10 - 13
Aaron Donald,2016,Regular Season,7,10/23/2016,Giants,L 10 - 17
Aaron Donald,2016,Regular Season,6,10/16/2016,@Lions,L 28 - 31
Aaron Donald,2016,Regular Season,5,10/09/2016,Bills,L 19 - 30
Aaron Donald,2016,Regular Season,4,10/02/2016,@Cardinals,W 17 - 13
Aaron Donald,2016,Regular Season,3,09/25/2016,@Buccaneers,W 37 - 32
Aaron Donald,2016,Regular Season,2,09/18/2016,Seahawks,W 9 - 3
Aaron Donald,2016,Regular Season,1,09/13/2016,@49ers,L 0 - 28
Aaron Donald,2022,Preseason,3,08/27/2022,@Bengals,L 7 - 16
Aaron Donald,2022,Preseason,2,08/20/2022,Texans,L 20 - 24
Aaron Donald,2022,Preseason,1,08/14/2022,@Chargers,W 29 - 22
Aaron Donald,2022,Regular Season,18,01/08/2023,@Seahawks,L 16 - 19
Aaron Donald,2022,Regular Season,17,01/01/2023,@Chargers,L 10 - 31
Aaron Donald,2022,Regular Season,16,12/25/2022,Broncos,W 51 - 14
Aaron Donald,2022,Regular Season,15,12/20/2022,@Packers,L 12 - 24
Aaron Donald,2022,Regular Season,14,12/09/2022,Raiders,W 17 - 16
Aaron Donald,2022,Regular Season,13,12/04/2022,Seahawks,L 23 - 27
Aaron Donald,2022,Regular Season,12,11/27/2022,@Chiefs,L 10 - 26
Aaron Donald,2022,Regular Season,11,11/20/2022,@Saints,L 20 - 27
Aaron Donald,2022,Regular Season,10,11/13/2022,Cardinals,L 17 - 27
Aaron Donald,2022,Regular Season,9,11/06/2022,@Buccaneers,L 13 - 16
Aaron Donald,2022,Regular Season,8,10/30/2022,49ers,L 14 - 31
Aaron Donald,2022,Regular Season,6,10/16/2022,Panthers,W 24 - 10
Aaron Donald,2022,Regular Season,5,10/09/2022,Cowboys,L 10 - 22
Aaron Donald,2022,Regular Season,4,10/04/2022,@49ers,L 9 - 24
Aaron Donald,2022,Regular Season,3,09/25/2022,@Cardinals,W 20 - 12
Aaron Donald,2022,Regular Season,2,09/18/2022,Falcons,W 31 - 27
Aaron Donald,2022,Regular Season,1,09/09/2022,Bills,L 10 - 31
Aaron Donald,2021,Preseason,3,08/29/2021,@Broncos,L 12 - 17
Aaron Donald,2021,Preseason,2,08/22/2021,Raiders,L 16 - 17
Aaron Donald,2021,Preseason,1,08/15/2021,Chargers,L 6 - 13
Aaron Donald,2021,Regular Season,18,01/09/2022,49ers,L 24 - 27
Aaron Donald,2021,Regular Season,17,01/02/2022,@Ravens,W 20 - 19
Aaron Donald,2021,Regular Season,16,12/26/2021,@Vikings,W 30 - 23
Aaron Donald,2021,Regular Season,15,12/22/2021,Seahawks,W 20 - 10
Aaron Donald,2021,Regular Season,14,12/14/2021,@Cardinals,W 30 - 23
Aaron Donald,2021,Regular Season,13,12/05/2021,Jaguars,W 37 - 7
Aaron Donald,2021,Regular Season,12,11/28/2021,@Packers,L 28 - 36
Aaron Donald,2021,Regular Season,10,11/16/2021,@49ers,L 10 - 31
Aaron Donald,2021,Regular Season,9,11/08/2021,Titans,L 16 - 28
Aaron Donald,2021,Regular Season,8,10/31/2021,@Texans,W 38 - 22
Aaron Donald,2021,Regular Season,7,10/24/2021,Lions,W 28 - 19
Aaron Donald,2021,Regular Season,6,10/17/2021,@Giants,W 38 - 11
Aaron Donald,2021,Regular Season,5,10/08/2021,@Seahawks,W 26 - 17
Aaron Donald,2021,Regular Season,4,10/03/2021,Cardinals,L 20 - 37
Aaron Donald,2021,Regular Season,3,09/26/2021,Buccaneers,W 34 - 24
Aaron Donald,2021,Regular Season,2,09/19/2021,@Colts,W 27 - 24
Aaron Donald,2021,Regular Season,1,09/13/2021,Bears,W 34 - 14
Aaron Donald,2021,Post Season,4,02/13/2022,@Bengals,W 23 - 20
Aaron Donald,2021,Post Season,3,01/30/2022,49ers,W 20 - 17
Aaron Donald,2021,Post Season,2,01/23/2022,@Buccaneers,W 30 - 27
Aaron Donald,2021,Post Season,1,01/18/2022,Cardinals,W 34 - 11
Aaron Donald,2019,Preseason,4,08/30/2019,@Texans,W 22 - 10
Aaron Donald,2019,Preseason,3,08/25/2019,Broncos,W 10 - 6
Aaron Donald,2019,Preseason,2,08/18/2019,Cowboys,L 10 - 14
Aaron Donald,2019,Preseason,1,08/11/2019,@Raiders,L 3 - 14
Aaron Donald,2019,Regular Season,17,12/29/2019,Cardinals,W 31 - 24
Aaron Donald,2019,Regular Season,16,12/22/2019,@49ers,L 31 - 34
Aaron Donald,2019,Regular Season,15,12/15/2019,@Cowboys,L 21 - 44
Aaron Donald,2019,Regular Season,14,12/09/2019,Seahawks,W 28 - 12
Aaron Donald,2019,Regular Season,13,12/01/2019,@Cardinals,W 34 - 7
Aaron Donald,2019,Regular Season,12,11/26/2019,Ravens,L 6 - 45
Aaron Donald,2019,Regular Season,11,11/18/2019,Bears,W 17 - 7
Aaron Donald,2019,Regular Season,10,11/10/2019,@Steelers,L 12 - 17
Aaron Donald,2019,Regular Season,8,10/27/2019,Bengals,W 24 - 10
Aaron Donald,2019,Regular Season,7,10/20/2019,@Falcons,W 37 - 10
Aaron Donald,2019,Regular Season,6,10/13/2019,49ers,L 7 - 20
Aaron Donald,2019,Regular Season,5,10/04/2019,@Seahawks,L 29 - 30
Aaron Donald,2019,Regular Season,4,09/29/2019,Buccaneers,L 40 - 55
Aaron Donald,2019,Regular Season,3,09/23/2019,@Browns,W 20 - 13
Aaron Donald,2020,Regular Season,17,01/03/2021,Cardinals,W 18 - 7
Aaron Donald,2019,Regular Season,2,09/15/2019,Saints,W 27 - 9
Aaron Donald,2019,Regular Season,1,09/08/2019,@Panthers,W 30 - 27
Aaron Donald,2020,Regular Season,16,12/27/2020,@Seahawks,L 9 - 20
Aaron Donald,2020,Regular Season,15,12/20/2020,Jets,L 20 - 23
Aaron Donald,2020,Regular Season,14,12/11/2020,Patriots,W 24 - 3
Aaron Donald,2020,Regular Season,13,12/06/2020,@Cardinals,W 38 - 28
Aaron Donald,2020,Regular Season,12,11/29/2020,49ers,L 20 - 23
Aaron Donald,2020,Regular Season,11,11/24/2020,@Buccaneers,W 27 - 24
Aaron Donald,2020,Regular Season,10,11/15/2020,Seahawks,W 23 - 16
Aaron Donald,2020,Regular Season,8,11/01/2020,@Dolphins,L 17 - 28
Aaron Donald,2020,Regular Season,7,10/27/2020,Bears,W 24 - 10
Aaron Donald,2020,Regular Season,6,10/19/2020,@49ers,L 16 - 24
Aaron Donald,2020,Regular Season,5,10/11/2020,@Football Team,W 30 - 10
Aaron Donald,2020,Regular Season,4,10/04/2020,Giants,W 17 - 9
Aaron Donald,2020,Regular Season,3,09/27/2020,@Bills,L 32 - 35
Aaron Donald,2020,Regular Season,2,09/20/2020,@Eagles,W 37 - 19
Aaron Donald,2020,Regular Season,1,09/14/2020,Cowboys,W 20 - 17
Aaron Donald,2020,Post Season,2,01/16/2021,@Packers,L 18 - 32
Aaron Donald,2020,Post Season,1,01/09/2021,@Seahawks,W 30 - 20
Aaron Rodgers,2006,Regular Season,11,11/19/2006,Patriots,L 0 - 35
Aaron Rodgers,2006,Regular Season,10,11/12/2006,@Vikings,W 23 - 17
Aaron Rodgers,2006,Regular Season,9,11/05/2006,@Bills,L 10 - 24
Aaron Rodgers,2006,Regular Season,8,10/29/2006,Cardinals,W 31 - 14
Aaron Rodgers,2006,Regular Season,7,10/22/2006,@Dolphins,W 34 - 24
Aaron Rodgers,2006,Regular Season,5,10/08/2006,Rams,L 20 - 23
Aaron Rodgers,2006,Regular Season,4,10/02/2006,@Eagles,L 9 - 31
Aaron Rodgers,2006,Regular Season,3,09/24/2006,@Lions,W 31 - 24
Aaron Rodgers,2006,Regular Season,2,09/17/2006,Saints,L 27 - 34
Aaron Rodgers,2006,Regular Season,1,09/10/2006,Bears,L 0 - 26
Aaron Rodgers,2005,Regular Season,17,01/01/2006,Seahawks,W 23 - 17
Aaron Rodgers,2005,Regular Season,16,12/25/2005,Bears,L 17 - 24
Aaron Rodgers,2005,Regular Season,15,12/19/2005,@Ravens,L 3 - 48
Aaron Rodgers,2005,Regular Season,14,12/11/2005,Lions,W 16 - 13
Aaron Rodgers,2005,Regular Season,13,12/04/2005,@Bears,L 7 - 19
Aaron Rodgers,2005,Regular Season,12,11/27/2005,@Eagles,L 14 - 19
Aaron Rodgers,2005,Regular Season,11,11/21/2005,Vikings,L 17 - 20
Aaron Rodgers,2005,Regular Season,10,11/13/2005,@Falcons,W 33 - 25
Aaron Rodgers,2005,Regular Season,9,11/06/2005,Steelers,L 10 - 20
Aaron Rodgers,2005,Regular Season,8,10/30/2005,@Bengals,L 14 - 21
Aaron Rodgers,2005,Regular Season,7,10/23/2005,@Vikings,L 20 - 23
Aaron Rodgers,2005,Regular Season,5,10/09/2005,Saints,W 52 - 3
Aaron Rodgers,2005,Regular Season,4,10/03/2005,@Panthers,L 29 - 32
Aaron Rodgers,2005,Regular Season,3,09/25/2005,Buccaneers,L 16 - 17
Aaron Rodgers,2005,Regular Season,2,09/18/2005,Browns,L 24 - 26
Aaron Rodgers,2005,Regular Season,1,09/11/2005,@Lions,L 3 - 17
Aaron Rodgers,2007,Regular Season,17,12/30/2007,Lions,W 34 - 13
Aaron Rodgers,2007,Regular Season,16,12/23/2007,@Bears,L 7 - 35
Aaron Rodgers,2007,Regular Season,15,12/16/2007,@Rams,W 33 - 14
Aaron Rodgers,2007,Regular Season,14,12/09/2007,Raiders,W 38 - 7
Aaron Rodgers,2007,Regular Season,13,11/29/2007,@Cowboys,L 27 - 37
Aaron Rodgers,2007,Regular Season,12,11/22/2007,@Lions,W 37 - 26
Aaron Rodgers,2007,Regular Season,11,11/18/2007,Panthers,W 31 - 17
Aaron Rodgers,2007,Regular Season,10,11/11/2007,Vikings,W 34 - 0
Aaron Rodgers,2007,Regular Season,9,11/04/2007,@Chiefs,W 33 - 22
Aaron Rodgers,2007,Regular Season,8,10/29/2007,@Broncos,W 19 - 13
Aaron Rodgers,2007,Regular Season,6,10/14/2007,Redskins,W 17 - 14
Aaron Rodgers,2007,Regular Season,5,10/07/2007,Bears,L 20 - 27
Aaron Rodgers,2007,Regular Season,4,09/30/2007,@Vikings,W 23 - 16
Aaron Rodgers,2007,Regular Season,3,09/23/2007,Chargers,W 31 - 24
Aaron Rodgers,2007,Regular Season,2,09/16/2007,@Giants,W 35 - 13
Aaron Rodgers,2007,Regular Season,1,09/09/2007,Eagles,W 16 - 13
Aaron Rodgers,2007,Post Season,3,01/20/2008,Giants,L 20 - 23
Aaron Rodgers,2007,Post Season,2,01/12/2008,Seahawks,W 42 - 20
Aaron Rodgers,2008,Preseason,4,08/28/2008,Titans,L 21 - 23
Aaron Rodgers,2008,Preseason,3,08/22/2008,@Broncos,W 27 - 24
Aaron Rodgers,2008,Preseason,2,08/16/2008,@Niners,L 6 - 34
Aaron Rodgers,2008,Preseason,1,08/11/2008,Bengals,L 17 - 20
Aaron Rodgers,2008,Regular Season,17,12/28/2008,Lions,W 31 - 21
Aaron Rodgers,2008,Regular Season,16,12/22/2008,@Bears,L 17 - 20
Aaron Rodgers,2008,Regular Season,15,12/14/2008,@Jaguars,L 16 - 20
Aaron Rodgers,2008,Regular Season,14,12/07/2008,Texans,L 21 - 24
Aaron Rodgers,2008,Regular Season,13,11/30/2008,Panthers,L 31 - 35
Aaron Rodgers,2008,Regular Season,12,11/24/2008,@Saints,L 29 - 51
Aaron Rodgers,2008,Regular Season,11,11/16/2008,Bears,W 37 - 3
Aaron Rodgers,2008,Regular Season,10,11/09/2008,@Vikings,L 27 - 28
Aaron Rodgers,2008,Regular Season,9,11/02/2008,@Titans,L 16 - 19
Aaron Rodgers,2008,Regular Season,7,10/19/2008,Colts,W 34 - 14
Aaron Rodgers,2008,Regular Season,6,10/12/2008,@Seahawks,W 27 - 17
Aaron Rodgers,2008,Regular Season,5,10/05/2008,Falcons,L 24 - 27
Aaron Rodgers,2008,Regular Season,4,09/28/2008,@Buccaneers,L 21 - 30
Aaron Rodgers,2008,Regular Season,3,09/21/2008,Cowboys,L 16 - 27
Aaron Rodgers,2008,Regular Season,2,09/14/2008,@Lions,W 48 - 25
Aaron Rodgers,2008,Regular Season,1,09/08/2008,Vikings,W 24 - 19
Aaron Rodgers,2012,Preseason,4,08/30/2012,Chiefs,W 24 - 3
Aaron Rodgers,2009,Preseason,4,09/03/2009,@Titans,L 13 - 27
Aaron Rodgers,2012,Preseason,3,08/23/2012,@Bengals,W 27 - 13
Aaron Rodgers,2012,Preseason,2,08/16/2012,Browns,L 10 - 35
Aaron Rodgers,2012,Preseason,1,08/09/2012,@Chargers,L 13 - 21
Aaron Rodgers,2012,Regular Season,17,12/30/2012,@Vikings,L 34 - 37
Aaron Rodgers,2012,Regular Season,16,12/23/2012,Titans,W 55 - 7
Aaron Rodgers,2009,Preseason,3,08/28/2009,@Cardinals,W 44 - 37
Aaron Rodgers,2009,Preseason,2,08/22/2009,Bills,W 31 - 21
Aaron Rodgers,2009,Preseason,1,08/15/2009,Browns,W 17 - 0
Aaron Rodgers,2009,Regular Season,17,01/03/2010,@Cardinals,W 33 - 7
Aaron Rodgers,2009,Regular Season,16,12/27/2009,Seahawks,W 48 - 10
Aaron Rodgers,2012,Regular Season,15,12/16/2012,@Bears,W 21 - 13
Aaron Rodgers,2012,Regular Season,14,12/09/2012,Lions,W 27 - 20
Aaron Rodgers,2012,Regular Season,13,12/02/2012,Vikings,W 23 - 14
Aaron Rodgers,2012,Regular Season,12,11/25/2012,@Giants,L 10 - 38
Aaron Rodgers,2012,Regular Season,11,11/18/2012,@Lions,W 24 - 20
Aaron Rodgers,2012,Regular Season,9,11/04/2012,Cardinals,W 31 - 17
Aaron Rodgers,2012,Regular Season,8,10/28/2012,Jaguars,W 24 - 15
Aaron Rodgers,2012,Regular Season,7,10/21/2012,@Rams,W 30 - 20
Aaron Rodgers,2009,Regular Season,15,12/20/2009,@Steelers,L 36 - 37
Aaron Rodgers,2009,Regular Season,14,12/13/2009,@Bears,W 21 - 14
Aaron Rodgers,2009,Regular Season,13,12/07/2009,Ravens,W 27 - 14
Aaron Rodgers,2009,Regular Season,12,11/26/2009,@Lions,W 34 - 12
Aaron Rodgers,2009,Regular Season,11,11/22/2009,Niners,W 30 - 24
Aaron Rodgers,2009,Regular Season,10,11/15/2009,Cowboys,W 17 - 7
Aaron Rodgers,2009,Regular Season,9,11/08/2009,@Buccaneers,L 28 - 38
Aaron Rodgers,2009,Regular Season,8,11/01/2009,Vikings,L 26 - 38
Aaron Rodgers,2012,Regular Season,6,10/14/2012,@Texans,W 42 - 24
Aaron Rodgers,2012,Regular Season,5,10/07/2012,@Colts,L 27 - 30
Aaron Rodgers,2012,Regular Season,4,09/30/2012,Saints,W 28 - 27
Aaron Rodgers,2012,Regular Season,3,09/24/2012,@Seahawks,L 12 - 14
Aaron Rodgers,2012,Regular Season,2,09/13/2012,Bears,W 23 - 10
Aaron Rodgers,2012,Regular Season,1,09/09/2012,Niners,L 22 - 30
Aaron Rodgers,2012,Post Season,2,01/12/2013,@Niners,L 31 - 45
Aaron Rodgers,2012,Post Season,1,01/05/2013,Vikings,W 24 - 10
Aaron Rodgers,2009,Regular Season,7,10/25/2009,@Browns,W 31 - 3
Aaron Rodgers,2009,Regular Season,6,10/18/2009,Lions,W 26 - 0
Aaron Rodgers,2009,Regular Season,4,10/05/2009,@Vikings,L 23 - 30
Aaron Rodgers,2009,Regular Season,3,09/27/2009,@Rams,W 36 - 17
Aaron Rodgers,2009,Regular Season,2,09/20/2009,Bengals,L 24 - 31
Aaron Rodgers,2009,Regular Season,1,09/13/2009,Bears,W 21 - 15
Aaron Rodgers,2009,Post Season,1,01/10/2010,@Cardinals,L 45 - 51
Aaron Rodgers,2010,Preseason,4,09/02/2010,@Chiefs,L 13 - 17
Aaron Rodgers,2010,Preseason,3,08/26/2010,Colts,W 59 - 24
Aaron Rodgers,2010,Preseason,2,08/21/2010,@Seahawks,W 27 - 24
Aaron Rodgers,2010,Preseason,1,08/14/2010,Browns,L 24 - 27
Aaron Rodgers,2010,Regular Season,17,01/02/2011,Bears,W 10 - 3
Aaron Rodgers,2010,Regular Season,16,12/26/2010,Giants,W 45 - 17
Aaron Rodgers,2010,Regular Season,15,12/19/2010,@Patriots,L 27 - 31
Aaron Rodgers,2010,Regular Season,14,12/12/2010,@Lions,L 3 - 7
Aaron Rodgers,2010,Regular Season,13,12/05/2010,Niners,W 34 - 16
Aaron Rodgers,2010,Regular Season,12,11/28/2010,@Falcons,L 17 - 20
Aaron Rodgers,2010,Regular Season,11,11/21/2010,@Vikings,W 31 - 3
Aaron Rodgers,2010,Regular Season,9,11/07/2010,Cowboys,W 45 - 7
Aaron Rodgers,2010,Regular Season,8,10/31/2010,@Jets,W 9 - 0
Aaron Rodgers,2010,Regular Season,7,10/24/2010,Vikings,W 28 - 24
Aaron Rodgers,2010,Regular Season,6,10/17/2010,Dolphins,L 20 - 23
Aaron Rodgers,2010,Regular Season,5,10/10/2010,@Redskins,L 13 - 16
Aaron Rodgers,2010,Regular Season,4,10/03/2010,Lions,W 28 - 26
Aaron Rodgers,2010,Regular Season,3,09/27/2010,@Bears,L 17 - 20
Aaron Rodgers,2010,Regular Season,2,09/19/2010,Bills,W 34 - 7
Aaron Rodgers,2010,Regular Season,1,09/12/2010,@Eagles,W 27 - 20
Aaron Rodgers,2010,Post Season,4,02/06/2011,Steelers,W 31 - 25
